"Audience Rating",Color,Country,Genres,"IMDb Rating","IMDb Url","Is TV Series",Language,"Original Title",Plot,"Release Date","Release Year",Series,"Sort Title",Studios,Title,"Title Extension","Audio Tracks",Barcode,"Box Set",Distributor,Edition,"Edition Release Date","Edition Release Year",Extras,Format,HDR,Layers,"Nr Discs",Packaging,Regions,Runtime,"Screen Ratios",Subtitles,Actor,Director,Musician,Photography,Producer,Writer,"Added Date","Added Year","Collection Status",Condition,"Current Value",Features,Index,"Last Watched Date","Last Watched Where",Location,"Modified Date","My Rating",Notes,Owner,"Purchase Date","Purchase Price","Purchase Store","Purchase Year",Quantity,"Storage Device","Storage Slot",Tags,"Watch Count","Watch Year",Watched,"Due Date","Loan Date","Loaned To"
"US - PG",Color,USA,"Adventure | Biography | Crime | Drama | Western",8,https://www.imdb.com/title/tt0064115/?ref_=ref_ext_clz,,English,"Butch Cassidy and the Sundance Kid","As the west rapidly becomes civilized, a pair of outlaws in 1890s Wyoming find themselves pursued by a posse and decide to flee to South America in hopes of evading the law.",1969,1969,,"Butch Cassidy","Twentieth Century Fox","Butch Cassidy",,,7896012250402,,,,,,,DVD,,N/A,1,,,110,,,"Paul Newman | Robert Redford | Katharine Ross","George Roy Hill","Burt Bacharach","Conrad L. Hall","John Foreman | Paul Monash | Paul Newman","William Goldman","Mar 16, 2026",2026,"In Collection",,,,227,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,Italy,"Drama | Romance",6.3,https://www.imdb.com/title/tt0068868/?ref_=ref_ext_clz,,German,"La Cagna","Liza meets the artist Giorgio and falls in love with him. She dreams of becoming the wife of Giorgio, but he is married. She dreams of being a close friend to him, but he has a favorite dog. Liza is ready for any sacrifice for the sake of her love. She kills Giorgio's dog and takes her place. Now she is a woman who always and everywhere follows her master.",1972,1972,,Cadela,"Horizon Films","A Cadela",,,7898925908234,,,,,,,DVD,,N/A,1,,,100,,,"Catherine Deneuve | Marcello Mastroianni | Corinne Marchand","Marco Ferreri","Philippe Sarde","Mario Vulpiani","Ralph Baum | Raymond Danon | Alfred Levy","Ennio Flaiano | Jean-Claude Carriere | Marco Ferreri","Mar 16, 2026",2026,"In Collection",,,,364,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,Brazil,Documentary,8.3,https://www.imdb.com/title/tt0314444/?ref_=ref_ext_clz,,Portuguese,,"Registro ao vivo da turnê de Noites do Norte, este DVD traz o cantor e compostor baiano em sua melhor forma. Sucessos de carreira como Trem das Cores e Cajuína, as bossas Samba de Verão e Eu e a Brisa, músicas qua falam da realidade social como Haiti, a clássica Tropicália e hits pop como O Último Romântico e Como Uma Onda (ambas de Lulu Santos, que participa do álbum) fazem do Noites do Norte ao Vivo um lançamento imperfível para os fãs de MPB.",2002,2002,,"Caetano Veloso","Universal Music","Caetano - Noites do Norte Ao Vivo",,"Dolby Digital Stereo [English] | Stereo [English]",731454836296,,"MSI Music",,"Jul 24, 2002",2002,,DVD,,N/A,1,"Keep Case","Region 1",120,"Fullscreen (4:3)",,"Lulu Santos | Caetano Veloso | Zeca Veloso","Carlos Manga Jr. | Carlos Nader",,,,,"Mar 16, 2026",2026,"In Collection",,,,145,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,"La Magie de Calder",,,,,Calder,,"La Magie de Calder",,,3760010552940,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,197,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved",Color,USA,"Comedy | Musical | Romance",8.3,https://www.imdb.com/title/tt0045152/?ref_=ref_ext_clz,,English,"Singin' in the Rain","In 1927 Hollywood, a silent film star falls for a chorus girl just as he and his paranoid screen partner struggle to make the difficult transition to talking pictures.",1952,1952,,"Cantando na Chuva","Metro-Goldwyn-Mayer (MGM)","Cantando na Chuva",,"Dolby Digital 5.1 [English]",7892110028455,,"Warner Bros.",,,,,DVD,,N/A,2,,"Region 4",103,"Fullscreen (4:3)","Portuguese | Spanish","Gene Kelly | Donald O'Connor | Debbie Reynolds","Stanley Donen | Gene Kelly","Lennie Hayton","Harold Rosson","Roger Edens | Arthur Freed","Betty Comden | Adolph Green","Mar 16, 2026",2026,"In Collection",,,,177,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - R",Color,USA,"Biography | Crime | Drama | History",7.3,https://www.imdb.com/title/tt0379725/?ref_=ref_ext_clz,,English,,"A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book ""In Cold Blood"".",2005,2005,,Capote,"Metro-Goldwyn-Mayer Distributing Corporation (MGM)",Capote,,,7898512983194,,,,,,,DVD,,N/A,1,,,114,,,"Allie Mickelson | Kelci Stephenson | Philip Seymour Hoffman","Bennett Miller","Mychael Danna","Adam Kimmel","Caroline Baron | Dan Futterman | Karen Gorodetzky","Dan Futterman | Gerald Clarke","Mar 16, 2026",2026,"In Collection",,,,346,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,,,,,,,,,,,,"Carla Bruni A L'Olympia",,"Carla Bruni A L'Olympia",,,602537998289,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,111,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Carlos Gardel - El Gardel que Conocí",,"Carlos Gardel - El Gardel que Conocí",,,780063511094,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,154,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Film Noir | Mystery | Romance",7.5,https://www.imdb.com/title/tt0032701/?ref_=ref_ext_clz,,English,"The Letter","After a woman shoots a man to death, a damning letter she wrote raises suspicions.",1940,1940,,Carta,"Warner Bros.","A Carta",,,7896748223879,,,,,,,DVD,,N/A,1,,,95,,,"Bette Davis | Herbert Marshall | James Stephenson","William Wyler","Max Steiner","Tony Gaudio","Robert Lord | Hal B. Wallis | William Wyler","W. Somerset Maugham | Howard Koch","Mar 16, 2026",2026,"In Collection",,,,180,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Drama | Romance | War",8.5,https://www.imdb.com/title/tt0034583/?ref_=ref_ext_clz,,English,,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",1942,1942,,Casablanca,"Warner Bros.",Casablanca,,"Dolby Digital Stereo [English] | Mono [English]",7892110021951,,"Warner Bros.",,"Apr 29, 2003",2003,,DVD,,N/A,1,"Snap Case","Region 4",102,,"English | Portuguese | Spanish","Humphrey Bogart | Ingrid Bergman | Paul Henreid","Michael Curtiz","Max Steiner","Arthur Edeson","Hal B. Wallis | Jack L. Warner","Philip G. Epstein | Julius J. Epstein | Howard Koch","Mar 16, 2026",2026,"In Collection",,,,185,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Film Noir | Romance",7.5,https://www.imdb.com/title/tt0043465/?ref_=ref_ext_clz,,English,"Detective Story","Tells the story of one day in the lives of the various people who populate a police detective squad. An embittered cop, Det. Jim McLeod, leads a precinct of characters in their grim daily battle with the city's lowlife. The characters who pass through the precinct over the course of the day include a young petty embezzler, a pair of burglars, and a naive shoplifter.",1951,1951,,"Chaga de Fogo","Paramount Pictures","Chaga de Fogo",,,7890552032078,,,,,,,DVD,,N/A,1,,,103,,,"Kirk Douglas | Eleanor Parker | William Bendix","William Wyler",,"Lee Garmes | John F. Seitz","Lester Koenig | Robert Wyler | William Wyler","Philip Yordan | Robert Wyler | Sidney Kingsley","Mar 16, 2026",2026,"In Collection",,,,272,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,"Black & White",USA,"Comedy | Sports",6.7,https://www.imdb.com/title/tt0005074/?ref_=ref_ext_clz,,English,,"Walking along with his bulldog, Charlie finds a ""good luck"" horseshoe just as he passes a training camp advertising for a boxing partner ""who can take a beating."" After watching others lose, Charlie puts the horseshoe in his glove and wins. The trainer prepares Charlie to fight the world champion. A gambler wants Charlie to throw the fight. He and the trainer's daughter fall in love.",1915,1915,,Champion,"General Film Company","The Champion",,,9788581930176,"Charles Chaplin - Folha",,,,,,DVD,,N/A,1,,,31,,,"Charlie Chaplin | Gilbert M. 'Broncho Billy' Anderson | Billy Armstrong","Charlie Chaplin","Robert Israel","Harry Ensign","Jess Robbins","Charlie Chaplin","Mar 17, 2026",2026,"In Collection",,,,486,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - G",Color,UK,Comedy,7.7,https://www.imdb.com/title/tt0050243/?ref_=ref_ext_clz,,English,,"Three Chaplin silent comedies ""A Dog's Life"", ""Shoulder Arms"", and ""The Pilgrim"" are strung together to form a single feature length film. Chaplin provides new music, narration, and a small amount of new connecting material. ""Shoulder Arms"" is now described as taking place in a time before ""the atom bomb"".",1959,1959,,"Chaplin Revue","United Artists","The Chaplin Revue",,,9788581930121,"Charles Chaplin - Folha",,,,,,DVD,,N/A,1,,,119,,,"Charlie Chaplin | Albert Austin | Henry Bergman","Charlie Chaplin","Charlie Chaplin",,"Charlie Chaplin","Charlie Chaplin","Mar 17, 2026",2026,"In Collection",,,,488,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved",Color,USA,"Comedy | Mystery | Romance | Thriller",7.8,https://www.imdb.com/title/tt0056923/?ref_=ref_ext_clz,,English,Charade,"After Regina Lampert falls for the dashing Peter Joshua on a skiing holiday in the French Alps, she discovers upon her return to Paris that her husband has been murdered. Soon, she and Peter are giving chase to three of her late husband's World War II cronies, Tex, Scobie and Gideon, who are after a quarter of a million dollars the quartet stole while behind enemy lines.",1963,1963,,Charada,"Universal Pictures",Charada,,,7898372580502,,,,,,,DVD,,N/A,1,,,113,,,"Cary Grant | Audrey Hepburn | Walter Matthau","Stanley Donen","Henry Mancini","Charles Lang","Stanley Donen | James H. Ware","Peter Stone | Marc Behm","Mar 16, 2026",2026,"In Collection",,,,184,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Film Noir | Thriller",7,https://www.imdb.com/title/tt0034798/?ref_=ref_ext_clz,,English,"The Glass Key","A crooked politician finds himself being accused of murder by a gangster from whom he refused help during a re-election campaign.",1942,1942,,"Chave de Vidro","Paramount Pictures","A Chave de Vidro",,,7898366213492,,,,,,,DVD,,N/A,1,,,85,,,"Brian Donlevy | Veronica Lake | Alan Ladd","Stuart Heisler","Victor Young | Walter Scharf","Theodor Sparkuhl","Buddy G. DeSylva | Fred Kohlmar","Jonathan Latimer | Dashiell Hammett | Marcel Lebreton","Mar 16, 2026",2026,"In Collection",,,,322,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,Brazil,"Documentary | Music",6.4,https://www.imdb.com/title/tt0409815/?ref_=ref_ext_clz,,Portuguese,,,"Jan 02, 1999",1999,,"Chico Buarque - Box 1","EMI Latin","Chico Buarque - Box 1",,"Stereo [English]",094633771093,,"EMI Latin",,"Aug 01, 2005",2005,,DVD,,N/A,1,,,77,"Fullscreen (4:3)",,"Jaime Alem | Maria Bethânia | Chico Buarque","Jose Henrique Fonseca",,,"Jose Henrique Fonseca",,"Mar 16, 2026",2026,"In Collection",,,,156,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Chico buarque - Box 2",,"Chico buarque - Box 2",,,094634555296,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,157,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,Music,,,,English,,,2000,2000,,"Chico Buarque: As Cidades Ao Vivo","BMG Music","Chico Buarque: As Cidades Ao Vivo",,"Dolby Digital 5.1 [English]",743218068393,,"BMG Music",,"Apr 03, 2001",2001,,DVD,,N/A,1,"Keep Case","Region 1",0,"Fullscreen (4:3)",,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,164,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,Brazil,Documentary,7.8,https://www.imdb.com/title/tt5251348/?ref_=ref_ext_clz,,Portuguese,,"Chico Buarque is a constant presence in Brazil's art scene and makes up its citizen's popular culture. This wealth in music, poems, theater and novels has been created over the last 50 years and in this film Chico Buarque converses about his memories, shows, daily life, work methods, creative process, in summary all his trajectory. The musician’s search for his German brother, whom he never got to meet, serves as one of the axis for the narrative.",2015,2015,,"Chico: Artista Brasileiro","1001 Filmes","Chico: Artista Brasileiro",,,7892770037415,,,,,,,DVD,,N/A,1,,,70,,,"Chico Buarque | Maria Bethânia | Lia Buarque","Miguel Faria Jr.",,"Lauro Escorel","Miguel Faria Jr. | Caíque Martins Ferreira | Jorge Peregrino","Miguel Faria Jr. | Diana Vasconcellos","Mar 16, 2026",2026,"In Collection",,,,269,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,Musical,,,,,,"chitãozinho - DVD comemorativo de quarenta anos de carreira",,,,"Chitãozinho e xororó - sinfônico 40",,"Chitãozinho e xororó - sinfônico 40",,,7891430070090,,,,,,,DVD,,N/A,1,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,138,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - PG-13",Color,UK,"Drama | Romance",7.2,https://www.imdb.com/title/tt0241303/?ref_=ref_ext_clz,,English,Chocolat,"In the winter of 1959, a single mother and her young daughter arrive in a rural French town, where they open an unusual chocolate shop that disrupts the moral fiber of the strictly Catholic townsfolk and mayor.",2000,2000,,Chocolate,Miramax,Chocolate,,,7898905308757,,,,,,,DVD,,N/A,1,,,121,,,"Alfred Molina | Carrie-Anne Moss | Aurelien Parent Koenig","Lasse Hallstrom","Rachel Portman","Roger Pratt","Alan C. Blomquist | David Brown | Mark Cooper","Joanne Harris | Robert Nelson Jacobs","Mar 16, 2026",2026,"In Collection",,,,198,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Drama | Mystery",8.2,https://www.imdb.com/title/tt0033467/?ref_=ref_ext_clz,,English,"Citizen Kane","Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",1941,1941,,"Cidadão Kane","RKO Radio Pictures","Cidadão Kane",,"Dolby Digital Stereo [English]",7892110024914,,"Warner Bros.",,,,,DVD,,N/A,2,,"Region 4",119,,"English | French | Portuguese | Spanish","Joseph Cotten | Dorothy Comingore | Agnes Moorehead","Orson Welles","Bernard Herrmann","Gregg Toland","George Schaefer | Orson Welles","Herman J. Mankiewicz | Orson Welles | John Houseman","Mar 16, 2026",2026,"In Collection",,,,261,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - TV-14",Color,USA,Drama,7.2,https://www.imdb.com/title/tt0059037/?ref_=ref_ext_clz,,English,,"An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.",1965,1965,,"Cincinnati Kid","Metro-Goldwyn-Mayer (MGM)","The Cincinnati Kid",,,7892110043731,"Steve McQueen",,,,,,DVD,,N/A,1,,,102,,,"Steve McQueen | Ann-Margret | Karl Malden","Norman Jewison | Sam Peckinpah","Lalo Schifrin","Philip H. Lathrop","John Calley | Steve McQueen | Martin Ransohoff","Richard Jessup | Ring Lardner Jr. | Terry Southern","Mar 16, 2026",2026,"In Collection",,,,418,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,Italy,"Drama | Romance",8.5,https://www.imdb.com/title/tt0095765/?ref_=ref_ext_clz,,Italian,,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",1988,1988,,"Cinema Paradiso",Miramax,"Cinema Paradiso",,,7895233166004,,Versatil,,,,,DVD,,N/A,1,,"Region 4",174,,"Portuguese | Spanish","Antonella Attili | Enzo Cannavale | Isa Danieli","Giuseppe Tornatore","Ennio Morricone","Blasco Giurato","Gabriella Carosio | Franco Cristaldi | Giovanna Romagnoli","Giuseppe Tornatore | Vanna Paoli","Mar 16, 2026",2026,"In Collection",,,,327,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Passed","Black & White",USA,"Comedy | Family | Romance",8.1,https://www.imdb.com/title/tt0018773/?ref_=ref_ext_clz,,English,,"Charlie, a wandering tramp, becomes a circus handyman - soon the star of the show - and falls in love with the circus owner's stepdaughter.",1928,1928,,Circus,"United Artists","The Circus",,,9788581930114,"Charles Chaplin - Folha",,,,,,DVD,,N/A,1,,,72,,,"Al Ernest Garcia | Merna Kennedy | Harry Crocker","Charlie Chaplin","Charlie Chaplin","Roland Totheroh","Charlie Chaplin","Charlie Chaplin","Mar 17, 2026",2026,"In Collection",,,,490,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,USA,"Drama | Thriller",8,https://www.imdb.com/title/tt0947798/?ref_=ref_ext_clz,,English,"Black Swan","A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",2010,2010,,"Cisne Negro","Fox Searchlight Pictures","Cisne Negro",,"Dolby Digital 5.1 [English] | Dolby Digital Surround [French] | Dolby Digital Surround [Spanish]",024543715061,,Fox,,"Mar 29, 2011",2011,,DVD,,"Single side, Single layer",1,"Keep Case","Region 1",108,"Anamorphic Widescreen (2.40:1) | Theatrical Widescreen (2.35:1)","English (Closed Captioned) | Spanish","Natalie Portman | Mila Kunis | Vincent Cassel","Darren Aronofsky","Clint Mansell","Matthew Libatique","Jon Avnet | Bradley J. Fischer | Scott Franklin","Mark Heyman | Andres Heinz | John J. McLaughlin","Mar 16, 2026",2026,"In Collection",,,,381,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Passed","Black & White",USA,"Comedy | Drama | Romance",8.5,https://www.imdb.com/title/tt0021749/?ref_=ref_ext_clz,,English,,"A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.",1931,1931,,"City Lights","United Artists","City Lights",,,9788581930091,"Charles Chaplin - Folha",,,,,,DVD,,N/A,1,,,87,,,"Virginia Cherrill | Florence Lee | Harry Myers","Charlie Chaplin","Charlie Chaplin","Gordon Pollock | Roland Totheroh","Charlie Chaplin","Charlie Chaplin | Harry Carr | Harry Crocker","Mar 17, 2026",2026,"In Collection",,,,487,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,UK,"Crime | Science Fiction",8.2,https://www.imdb.com/title/tt0066921/?ref_=ref_ext_clz,,English,,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",1971,1971,,"Clockwork Orange","Warner Bros.","A Clockwork Orange",,,7892110025072,"Stanley Kubrik",,,,,,DVD,,N/A,1,,,136,,,"Malcolm McDowell | Patrick Magee | Michael Bates","Stanley Kubrick","Wendy Carlos","John Alcott","Stanley Kubrick | Si Litvinoff | Max L. Raab","Stanley Kubrick | Anthony Burgess","Mar 16, 2026",2026,"In Collection",,,,409,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,UK,"Drama | Romance",7.1,https://www.imdb.com/title/tt0376541/?ref_=ref_ext_clz,,English,,"The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.",2004,2004,,Closer,"Sony Pictures Releasing",Closer,,"Dolby Digital 5.1 [English] | Dolby Digital Surround [English] | DTS 5.1 [English]",043396048478,,Sony,"1 Disc DVD","Mar 29, 2005",2005,,DVD,,"Single side, Single layer",1,Clamshell,"Region 1",104,"Anamorphic Widescreen (1.85:1) | Widescreen (1.85:1)","English | English (Closed Captioned) | French","Natalie Portman | Jude Law | Julia Roberts","Mike Nichols",,"Stephen Goldblatt","Mary Bailey | Cary Brokaw | John Calley","Patrick Marber","Mar 17, 2026",2026,"In Collection",,,,509,,,,"Mar 17, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG-13",Color,USA,"Mystery | Thriller",6.7,https://www.imdb.com/title/tt0382625/?ref_=ref_ext_clz,,English,"The Da Vinci Code","A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.",2006,2006,,"Código Da Vinci","Sony Pictures Releasing","Código Da Vinci",,"Dolby Digital 5.1 [English] | Dolby Surround []",7892770013501,,Sony,"Edição Especial - dvd duplo","Nov 14, 2006",2006,,DVD,,N/A,2,"Keep Case","Region 4",149,"Widescreen (16:9)","English | Portuguese | Spanish","Tom Hanks | Audrey Tautou | Ian McKellen","Ron Howard","Hans Zimmer","Salvatore Totino","Dan Brown | John Calley | Brian Grazer","Akiva Goldsman | Dan Brown","Mar 15, 2026",2026,"In Collection",,,,34,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Not Rated",Color,Ireland,Music,7.2,https://www.imdb.com/title/tt0100246/?ref_=ref_ext_clz,,English,,"An eclectic musical homage to the legendary songwriter Cole Porter the wildly successful Red Hot + Blue project, features such world-class artists as U2, Annie Lennox, Tom Waits, and Sinead O’Connor, and such acclaimed directors as Wim Wenders, Alex Cox, and Jonathan Demme reinterpreting songs of Cole Porter, in music videos. Issued in 1990, the project created massive media attention for AIDS relief",1990,1990,,"Cole Porter","Shout Films","Red Hot + Blue: A Tribute to Cole Porter",,,7898285416462,,,,,,,DVD,,N/A,1,,,88,,,"Afrika Bambaataa | Bono | David Byrne","Percy Adlon | David Byrne | Alex Cox",,"Adam Kimmel | Jacek Laskus | Paul Laufer","Harry Arends | Leigh Blake | John Carlin",,"Mar 16, 2026",2026,"In Collection",,,,142,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - X",Color,France,"Comedy | Drama",7,https://www.imdb.com/title/tt0070130/?ref_=ref_ext_clz,,English,"La Grande Bouffe","Four friends gather at a villa with the intention of eating themselves to death.",1973,1973,,Comilança,"ABKCO Films","A Comilança",,,7895233126107,,,,,,,DVD,,N/A,1,,,130,,,"Marcello Mastroianni | Michel Piccoli | Philippe Noiret","Marco Ferreri","Philippe Sarde","Mario Vulpiani","Edmondo Amati | Vincent Malle | Jean-Pierre Rassam","Marco Ferreri | Rafael Azcona | Francis Blanche","Mar 16, 2026",2026,"In Collection",,,,231,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG-13",Color,Ireland,"Action | Adventure | Drama | Thriller",7.7,https://www.imdb.com/title/tt0245844/?ref_=ref_ext_clz,,English,"The Count of Monte Cristo","Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",2002,2002,,"Conde de Monte Cristo","Buena Vista Pictures Distribution","O Conde de Monte Cristo",,"Dolby Digital 5.1 [English]",7899307901379,,,,"Nov 06, 2003",2003,,DVD,,N/A,1,"Keep Case","Region 4",131,"Anamorphic Widescreen (1.85:1)","English | Portuguese","Christopher Adamson | JB Blanc | Guy Carleton","Kevin Reynolds","Edward Shearmur","Andrew Dunn","Gary Barber | Roger Birnbaum | Chris Brigham","Alexandre Dumas père | Jay Wolpert","Mar 16, 2026",2026,"In Collection",,,,297,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved",Color,USA,"Crime | Drama | Mystery | Romance",6.9,https://www.imdb.com/title/tt0046754/?ref_=ref_ext_clz,,English,"The Barefoot Contessa","Has-been director Harry Dawes gets a new lease on his career when the independently wealthy tycoon Kirk Edwards hires him to write and direct a film. They go to Madrid to find Maria Vargas, a dancer who will star in the film.",1954,1954,,"Condessa Descalça","United Artists","A Condessa Descalça",,"Dolby Digital Stereo [English]",7890552060934,,,,"Nov 08, 2007",2007,,DVD,,"Single side, Dual layer",1,"Keep Case",,128,"Fullscreen (4:3)",Portuguese,"Humphrey Bogart | Ava Gardner | Edmond O'Brien","Joseph L. Mankiewicz","Mario Nascimbene","Jack Cardiff","Robert Haggiag | Franco Magli | Angelo Rizzoli","Joseph L. Mankiewicz | Charles Goldblat | Mauries Puget","Mar 16, 2026",2026,"In Collection",,,,307,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Not Rated",Color,Argentina,"Comedy | Drama",7.3,https://www.imdb.com/title/tt1705786/?ref_=ref_ext_clz,,Spanish,"Un Cuento Chino","A comedy that chronicles a chance encounter between Robert and a Chinese named Jun who wanders lost through the city of Buenos Aires in search of his uncle after being assaulted by a taxi driver and his henchmen.",2011,2011,,"Conto Chinês","SOMOS Next","Um Conto Chinês",,,7898489243598,,,,,,,DVD,,N/A,1,,,93,,,"Ricardo Darín | Ignacio Huang | Carolina Hsu","Sebastián Borensztein","Lucio Godoy","Rodrigo Pulpeiro","Daniela Alvarado | Mariela Besuievsky | Pablo Bossi","Sebastián Borensztein","Mar 16, 2026",2026,"In Collection",,,,336,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG-13",Color,USA,"Drama | Mystery | Romance | Thriller",5.4,https://www.imdb.com/title/tt0201485/?ref_=ref_ext_clz,,English,"The Body","An ancient skeleton has been discovered in Jerusalem in a rich man's tomb. Colouration of the wrist and leg bones indicates the cause of death was crucifiction. other signs, include a gold coin bearing the marks of Pontius Pilate and faint markings around the skull, lead authorities to suspect that these could be the bones of Jesus Christ. Politicians, clerics, religious extremists and those using terror as a means to an end, find their beliefs and identities tested while risking their lives to unearth the truth.....",2001,2001,,Corpo,"Avalanche Releasing","O Corpo",,"Dolby Digital 5.1 [English] | Dolby Digital Stereo [Portuguese]",7898023232972,,,"Playarte Série Platinum",,,,DVD,,N/A,1,,,109,,"English | Portuguese","Antonio Banderas | Olivia Williams | John Shrapnel","Jonas McCord","Serge Colbert","Vilmos Zsigmond","Antonio Bruno | Rudy Cohen | Mark Damon","Richard Sapir | Jonas McCord","Mar 16, 2026",2026,"In Collection",,,,313,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved",Color,USA,"Mystery | Romance | Thriller",8.2,https://www.imdb.com/title/tt0052357/?ref_=ref_ext_clz,,English,Vertigo,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",1958,1958,,"Corpo que Cai","Paramount Pictures","Um Corpo que Cai",,,7892141401241,Hitchcock,,,,,,DVD,,N/A,1,,,128,,,"James Stewart | Kim Novak | Barbara Bel Geddes","Alfred Hitchcock","Bernard Herrmann","Robert Burks","Herbert Coleman | Alfred Hitchcock","Alec Coppel | Samuel A. Taylor | Pierre Boileau","Mar 16, 2026",2026,"In Collection",,,,290,,,,"Mar 16, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
