"Audience Rating",Color,Country,Genres,"IMDb Rating","IMDb Url","Is TV Series",Language,"Original Title",Plot,"Release Date","Release Year",Series,"Sort Title",Studios,Title,"Title Extension","Audio Tracks",Barcode,"Box Set",Distributor,Edition,"Edition Release Date","Edition Release Year",Extras,Format,HDR,Layers,"Nr Discs",Packaging,Regions,Runtime,"Screen Ratios",Subtitles,Actor,Director,Musician,Photography,Producer,Writer,"Added Date","Added Year","Collection Status",Condition,"Current Value",Features,Index,"Last Watched Date","Last Watched Where",Location,"Modified Date","My Rating",Notes,Owner,"Purchase Date","Purchase Price","Purchase Store","Purchase Year",Quantity,"Storage Device","Storage Slot",Tags,"Watch Count","Watch Year",Watched,"Due Date","Loan Date","Loaned To"
"US - PG",Color,USA,"Adventure | Comedy | Science Fiction | Western",7.5,https://www.imdb.com/title/tt0099088/?ref_=ref_ext_clz,,English,,"The final installment finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",1990,1990,,"Back to the Future Part III","Universal Pictures","Back to the Future Part III",,,,"Back To The Future: The Complete Trilogy",,,,,,DVD,,N/A,1,,,118,,,"Michael J. Fox | Christopher Lloyd | Mary Steenburgen","Robert Zemeckis","Alan Silvestri","Dean Cundey","Neil Canton | Bob Gale | Kathleen Kennedy","Robert Zemeckis | Bob Gale","Mar 15, 2026",2026,"In Collection",,,,31,,,,"Mar 16, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Film Noir | Thriller",7.4,https://www.imdb.com/title/tt0041268/?ref_=ref_ext_clz,,English,"Criss Cross","An armored-car guard must join a robbery after being caught with his ex-wife by her gangster husband.",1949,1949,,Baixeza,"Universal Pictures",Baixeza,,,7898266212373,,,,,,,DVD,,N/A,1,,,84,,,"Burt Lancaster | Yvonne De Carlo | Dan Duryea","Robert Siodmak","Miklós Rózsa","Franz Planer","Michael Kraike","Daniel Fuchs | Don Tracy | William Bowers","Mar 16, 2026",2026,"In Collection",,,,193,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG",Color,UK,"Adventure | Drama | War",8.1,https://www.imdb.com/title/tt0072684/?ref_=ref_ext_clz,,English,,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",1975,1975,,"Barry Lyndon","Warner Bros.","Barry Lyndon",,,7892110025430,"Stanley Kubrik",,,,,,DVD,,N/A,1,,,185,,,"Ryan O'Neal | Marisa Berenson | Patrick Magee","Stanley Kubrick",,"John Alcott","Jan Harlan | Stanley Kubrick | Bernard Williams","Stanley Kubrick | William Makepeace Thackeray","Mar 16, 2026",2026,"In Collection",,,,412,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,USA,"Drama | Mystery | Romance | Thriller",7.1,https://www.imdb.com/title/tt0103772/?ref_=ref_ext_clz,,English,,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",1992,1992,,"Basic Instinct","TriStar Pictures","Basic Instinct",,,9788536406145,"Cinemateca Veja",,,,,,DVD,,N/A,1,,,127,,,"Michael Douglas | Sharon Stone | George Dzundza","Paul Verhoeven","Jerry Goldsmith","Jan de Bont","William S. Beasley | Louis D'Esposito | Mario Kassar","Joe Eszterhas","Mar 17, 2026",2026,"In Collection",,,,505,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,USA,"Adventure | Drama | War",8.4,https://www.imdb.com/title/tt0361748/?ref_=ref_ext_clz,,English,"Inglourious Bastards","In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",2009,2009,,"Bastardos Inglórios","The Weinstein Company","Bastardos Inglórios",,"Dolby Digital 5.1 [English] | Dolby Digital 5.1 [Portuguese]",7892141416412,,,,"Dec 15, 2009",2009,,DVD,,"Single side, Single layer",1,"Custom Case","Region 4",153,"Anamorphic Widescreen (1.85:1)","English | Portuguese","Brad Pitt | Mélanie Laurent | Christoph Waltz","Quentin Tarantino",,"Robert Richardson","Lawrence Bender | William Paul Clark | Christoph Fisser","Quentin Tarantino","Mar 16, 2026",2026,"In Collection",,,,354,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG-13",Color,USA,"Action | Adventure",7.5,https://www.imdb.com/title/tt0096895/?ref_=ref_ext_clz,,English,,"Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman, a costumed hero who strikes fear into the hearts of villains. But when a deformed madman known as 'The Joker' seizes control of Gotham's criminal underworld, Batman must face his most ruthless nemesis ever while protecting both his identity and his love interest, reporter Vicki Vale.",1989,1989,,Batman,"Warner Bros.",Batman,,"Dolby Digital 5.1 [English] | Dolby Digital Surround [French]",085391200024,,"Warner Bros.",,"Apr 15, 2003",2003,,DVD,,"Dual side, Dual layer",1,"Keep Case","Region 1",126,"Widescreen (1.85:1)","French | Spanish","Michael Keaton | Jack Nicholson | Kim Basinger","Tim Burton","Danny Elfman","Roger Pratt","Peter Guber | Barbara Kalish | Chris Kenny","Bob Kane | Sam Hamm | Warren Skaaren","Mar 15, 2026",2026,"In Collection",,,,74,,,,"Mar 15, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG-13",Color,USA,"Action | Crime | Drama | Thriller",8.2,https://www.imdb.com/title/tt0372784/?ref_=ref_ext_clz,,English,,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",2005,2005,,"Batman Begins","Warner Bros.","Batman Begins",,"Dolby Digital 5.1 [English] | Dolby Digital 5.1 [Portuguese] | Dolby Surround []",7892110044349,,"Warner Bros.","Edição Especial - dvd duplo",,,,DVD,,"Single side, Dual layer",2,"Keep Case","Region 4",140,"Widescreen (16:9, Anamorphic)","English | Portuguese | Spanish","Christian Bale | Michael Caine | Liam Neeson","Christopher Nolan","James Newton Howard | Hans Zimmer","Wally Pfister","Larry Franco | Benjamin Melniker | Lorne Orleans","Bob Kane | Ricardo Festiva | Christopher Nolan","Mar 16, 2026",2026,"In Collection",,,,248,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG-13",Color,USA,"Action | Adventure",5.5,https://www.imdb.com/title/tt0112462/?ref_=ref_ext_clz,,English,,"Batman faces off against two foes: the schizophrenic, horribly scarred former District Attorney Harvey Dent, aka Two-Face, and the Riddler, a disgruntled ex-Wayne Enterprises inventor seeking revenge against his former employer by unleashing his brain-sucking weapon on Gotham City's residents. As the caped crusader also copes with tortured memories of his parents' murder, he has a new romance, with psychologist Chase Meridian.",1995,1995,,"Batman Forever","Warner Bros.","Batman Forever",,"Dolby Digital 5.1 [English] | Dolby Digital Surround [English] | Dolby Digital Surround [French]",085391510024,,"Warner Bros.",,"Sep 03, 1997",1997,,DVD,,"Dual side, Dual layer",1,"Snap Case","Region 1",121,"Anamorphic Widescreen (1.85:1) | Fullscreen (4:3) | Widescreen (1.85:1)","English (Closed Captioned) | French | Spanish","Val Kilmer | Tommy Lee Jones | Jim Carrey","Joel Schumacher","Elliot Goldenthal","Stephen Goldblatt","Tim Burton | Mitchell E. Dauterive | Peter Macgregor-Scott","Bob Kane | Lee Batchler | Janet Scott Batchler","Mar 15, 2026",2026,"In Collection",,,,76,,,,"Mar 15, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG-13",Color,USA,"Action | Crime | Fantasy",7.1,https://www.imdb.com/title/tt0103776/?ref_=ref_ext_clz,,English,,"The monstrous Penguin, who dwells in the sewers beneath Gotham, joins up with corrupt mayoral candidate Max Shreck to topple the Batman once and for all. But when Shreck's timid assistant Selina Kyle finds out, and Shreck tries to kill her, she's transformed into the sexy Catwoman. She teams up with the Penguin and Shreck to destroy Batman, but sparks fly unexpectedly when she confronts the caped crusader.",1992,1992,,"Batman Returns","Warner Bros.","Batman Returns",,"Dolby Digital 5.1 [English] | Dolby Digital Surround [English] | Dolby Digital Surround [French]",085391500025,,"Warner Bros.",,"Oct 16, 1997",1997,,DVD,,"Dual side, Dual layer",1,"Snap Case","Region 1",126,"Anamorphic Widescreen (1.85:1) | Fullscreen (4:3) | Widescreen (1.85:1)","English (Closed Captioned) | French | Spanish","Michael Keaton | Danny DeVito | Michelle Pfeiffer","Tim Burton","Danny Elfman","Stefan Czapsky","Ian Bryce | Tim Burton | Denise Di Novi","Bob Kane | Daniel Waters | Sam Hamm","Mar 15, 2026",2026,"In Collection",,,,75,,,,"Mar 15, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - TV-PG",Color,USA,"Comedy | Family",8.6,https://www.imdb.com/title/tt0106367/?ref_=ref_ext_clz,1,English,,"Taking children on a zany, madcap ride through science and nature, information guru Beakman answers all the questions kids have -- such as what makes sound travel, why does a compass always point North, and how paper is recycled -- in his wildly popular television show ""Beakman's World."" This collection includes many of his best-loved segments, as well as 15 mesmerizing experiments kids can attempt at home.",1992,1992,"Beakman's World","Beakman's World","Columbia Pictures Television","Beakman's World",,"Dolby Digital Stereo [English] | Stereo [English]",043396068186,,Columbia/Tri-Star,,"Sep 07, 2004",2004,,DVD,,N/A,1,"Keep Case","Region 1",30,"Fullscreen (4:3) | Standard (1.33:1)","English (Closed Captioned)","Paul Zaloom | Mark Ritts | Eliza Schneider","Jay Dubin","Denis M. Hannigan | Mark Mothersbaugh | Rusty Andrews","Bruce L. Finn","Mark Waxman | Bruce Catania | Robert Heath","Jok R. Church | Dan Distefano | Barry Friedman","Mar 15, 2026",2026,"In Collection",,,,92,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - Approved","Black & White",UK,"Comedy | Musical",7.5,https://www.imdb.com/title/tt0058182/?ref_=ref_ext_clz,,English,,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",1964,1964,,Beatles,"United Artists","A Hard Day's Night",,,7896012215456,,,,,,,DVD,,N/A,1,,,87,,,"John Lennon | Paul McCartney | George Harrison","Richard Lester",,"Gilbert Taylor","Denis O'Dell | David V. Picker | Walter Shenson","Alun Owen","Mar 16, 2026",2026,"In Collection",,,,117,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,Beatles,,"The Beatles Videobiography",,,,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,170,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - G",Color,USA,"Animation | Family | Fantasy | Musical | Romance",8,https://www.imdb.com/title/tt0101414/?ref_=ref_ext_clz,,English,,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",1991,1991,,"Beauty and the Beast","Buena Vista Pictures Distribution","Beauty and the Beast",,,7899307914591,,,,,,,DVD,,N/A,1,,,84,,,"Robby Benson | Jesse Corti | Rex Everhart","Gary Trousdale | Kirk Wise","Alan Menken",,"Howard Ashman | Don Hahn | John Lasseter","Linda Woolverton | Brenda Chapman | Chris Sanders","Mar 15, 2026",2026,"In Collection",,,,45,,,,"Mar 15, 2026",0,,,,,,,1,,,"Desenhos e animações | Doar?",0,,No,,,
,Color,,,,,,,,,,,,"Bebel Gilberto in Rio",,"Bebel Gilberto in Rio",,,7898539571497,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,120,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Bee Gees Live - The Definitive Show",,"Bee Gees Live - The Definitive Show",,,7898472322118,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,113,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Film Noir | Thriller",7.4,https://www.imdb.com/title/tt0039536/?ref_=ref_ext_clz,,English,"Kiss of Death","An ex-con trying to go straight must face a crazed criminal out for revenge.",1947,1947,,"Beijo da Morte","Twentieth Century Fox","Beijo da Morte",,,7898446120153,,,,,,,DVD,,N/A,1,,,99,,,"Victor Mature | Brian Donlevy | Coleen Gray","Henry Hathaway","David Buttolph","Norbert Brodine","Fred Kohlmar","Ben Hecht | Charles Lederer | Eleazar Lipsky","Mar 16, 2026",2026,"In Collection",,,,199,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Film Noir | Mystery | Thriller",7.9,https://www.imdb.com/title/tt0038355/?ref_=ref_ext_clz,,English,"The Big Sleep","Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.",1946,1946,,"Beira do Abismo","Warner Bros.","À Beira do Abismo",,,7895233150706,,,,,,,DVD,,N/A,1,,,114,,,"Humphrey Bogart | Lauren Bacall | John Ridgely","Howard Hawks","Max Steiner","Sidney Hickox","Howard Hawks | Jack L. Warner","William Faulkner | Leigh Brackett | Jules Furthman","Mar 16, 2026",2026,"In Collection",,,,230,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - TV-PG",Color,USA,"Comedy | Romance",8.1,https://www.imdb.com/title/tt0898266/?ref_=ref_ext_clz,1,English,,"Leonard Hofstadter and Sheldon Cooper are brilliant physicists, the kind of ""beautiful minds"" that understand how the universe works. But none of that genius helps them interact with people, especially women. All this begins to change when a free-spirited beauty named Penny moves in next door. Sheldon, Leonard's roommate, is quite content spending his nights playing Klingon Boggle with their socially dysfunctional friends, fellow CalTech scientists Howard Wolowitz and Raj Koothrappali. However, Leonard sees in Penny a whole new universe of possibilities... including love.",2007,2007,"The Big Bang Theory","Big Bang Theory: Season 1",CBS,"The Big Bang Theory: Season 1",,,,,,,,,,DVD,,N/A,1,,,358,,,"Johnny Galecki | Jim Parsons | Kaley Cuoco","Mark Cendrowski | James Burrows | Andrew D. Weyman",,"Steven V. Silver","Chuck Lorre | Bill Prady | Mary T. Quigley","Bill Prady | Chuck Lorre | Lee Aronsohn","Mar 15, 2026",2026,"In Collection",,,,63,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-PG",Color,USA,"Comedy | Romance",8.1,https://www.imdb.com/title/tt0898266/?ref_=ref_ext_clz,1,English,,"Leonard Hofstadter and Sheldon Cooper are brilliant physicists, the kind of ""beautiful minds"" that understand how the universe works. But none of that genius helps them interact with people, especially women. All this begins to change when a free-spirited beauty named Penny moves in next door. Sheldon, Leonard's roommate, is quite content spending his nights playing Klingon Boggle with their socially dysfunctional friends, fellow CalTech scientists Howard Wolowitz and Raj Koothrappali. However, Leonard sees in Penny a whole new universe of possibilities... including love.",2008,2008,"The Big Bang Theory","Big Bang Theory: Season 2",CBS,"The Big Bang Theory: Season 2",,,,,,,,,,DVD,,N/A,1,,,478,,,"Johnny Galecki | Jim Parsons | Kaley Cuoco","Mark Cendrowski | Peter Chakos",,"Steven V. Silver","Lee Aronsohn | Peter Chakos | Tim Doyle","Bill Prady | Chuck Lorre | Steven Molaro","Mar 15, 2026",2026,"In Collection",,,,64,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-PG",Color,USA,"Comedy | Romance",8.1,https://www.imdb.com/title/tt0898266/?ref_=ref_ext_clz,1,English,,"Leonard Hofstadter and Sheldon Cooper are brilliant physicists, the kind of ""beautiful minds"" that understand how the universe works. But none of that genius helps them interact with people, especially women. All this begins to change when a free-spirited beauty named Penny moves in next door. Sheldon, Leonard's roommate, is quite content spending his nights playing Klingon Boggle with their socially dysfunctional friends, fellow CalTech scientists Howard Wolowitz and Raj Koothrappali. However, Leonard sees in Penny a whole new universe of possibilities... including love.",2009,2009,"The Big Bang Theory","Big Bang Theory: Season 3",CBS,"The Big Bang Theory: Season 3",,"Dolby Digital Surround [English]",883929104505,,"Warner Bros.",,"Sep 14, 2010",2010,,DVD,,"Single side, Dual layer",3,"Custom Case","Region 1",478,"Anamorphic Widescreen (1.78:1)","English | French | Spanish","Johnny Galecki | Jim Parsons | Kaley Cuoco","Mark Cendrowski | Peter Chakos | Anthony Joseph Rich",,"Steven V. Silver","Lee Aronsohn | Kristy Cecil | Peter Chakos","Chuck Lorre | Bill Prady | Maria Ferrari","Mar 15, 2026",2026,"In Collection",,,,65,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-PG",Color,USA,"Comedy | Romance",8.1,https://www.imdb.com/title/tt0898266/?ref_=ref_ext_clz,1,English,,"Leonard Hofstadter and Sheldon Cooper are brilliant physicists, the kind of ""beautiful minds"" that understand how the universe works. But none of that genius helps them interact with people, especially women. All this begins to change when a free-spirited beauty named Penny moves in next door. Sheldon, Leonard's roommate, is quite content spending his nights playing Klingon Boggle with their socially dysfunctional friends, fellow CalTech scientists Howard Wolowitz and Raj Koothrappali. However, Leonard sees in Penny a whole new universe of possibilities... including love.",2010,2010,"The Big Bang Theory","Big Bang Theory: Season 4",CBS,"The Big Bang Theory: Season 4",,"Dolby Digital 5.1 [English]",883929163496,,"Warner Bros.","Season 4","Sep 13, 2011",2011,,DVD,,"Single side, Dual layer",3,"Custom Case","Region 1",505,"Anamorphic Widescreen (1.78:1) | Widescreen (1.78:1)","Chinese | English | English (Closed Captioned) | French | Korean | Portuguese | Spanish | Thai","Johnny Galecki | Jim Parsons | Kaley Cuoco","Mark Cendrowski | Anthony Joseph Rich | Peter Chakos",,"Steven V. Silver","Jessica Ambrosetti | Lee Aronsohn | Ryan Berdan","Chuck Lorre | Bill Prady | Steven Molaro","Mar 15, 2026",2026,"In Collection",,,,66,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
